"","sys_id","type","subtype","sys_beg","sys_end","protein_in_syst","genes_count","name_of_profiles_in_sys","bacterial_strain"
"4685","UserReplicon_DRT_2_2","DRT","DRT_2","p3.H8|LMKBCICO_01357","p3.H8|LMKBCICO_01357","p3.H8|LMKBCICO_01357","1","drt2","p3.H8"
"4686","UserReplicon_Abi2_1","Abi2","Abi2","p3.H8|LMKBCICO_02405","p3.H8|LMKBCICO_02405","p3.H8|LMKBCICO_02405","1","Abi_2","p3.H8"
"4687","UserReplicon_Hachiman_3","Hachiman","Hachiman","p3.H8|LMKBCICO_02414","p3.H8|LMKBCICO_02415","p3.H8|LMKBCICO_02414,p3.H8|LMKBCICO_02415","2","HamA_2,HamB","p3.H8"
"4688","UserReplicon_Septu_5","Septu","Septu","p3.H8|LMKBCICO_04505","p3.H8|LMKBCICO_04506","p3.H8|LMKBCICO_04505,p3.H8|LMKBCICO_04506","2","PtuB,PtuA","p3.H8"
"4689","UserReplicon_Wadjet_III_2","Wadjet","Wadjet_III","p3.H9|AFJMIAPH_01337","p3.H9|AFJMIAPH_01340","p3.H9|AFJMIAPH_01337,p3.H9|AFJMIAPH_01338,p3.H9|AFJMIAPH_01339,p3.H9|AFJMIAPH_01340","4","JetD_III,JetC_III,JetB_III,JetA_III","p3.H9"
"4690","UserReplicon_Gao_TerY_1","Gao_TerY","Gao_TerY","p3.H9|AFJMIAPH_05304","p3.H9|AFJMIAPH_05306","p3.H9|AFJMIAPH_05304,p3.H9|AFJMIAPH_05305,p3.H9|AFJMIAPH_05306","3","TerYA,TerYB,TerYC","p3.H9"
"4691","UserReplicon_Wadjet_I_10","Wadjet","Wadjet_I","p4.A1|PKKDFEFC_00086","p4.A1|PKKDFEFC_00089","p4.A1|PKKDFEFC_00086,p4.A1|PKKDFEFC_00087,p4.A1|PKKDFEFC_00088,p4.A1|PKKDFEFC_00089","4","JetD_I,JetC_I,JetB_I,JetA_I","p4.A1"
"4692","UserReplicon_RM_Type_II_5","RM","RM_Type_II","p4.A1|PKKDFEFC_01253","p4.A1|PKKDFEFC_01254","p4.A1|PKKDFEFC_01253,p4.A1|PKKDFEFC_01254","2","Type_II_REases,Type_II_MTases","p4.A1"
"4693","UserReplicon_Septu_9","Septu","Septu","p4.A1|PKKDFEFC_02595","p4.A1|PKKDFEFC_02596","p4.A1|PKKDFEFC_02595,p4.A1|PKKDFEFC_02596","2","PtuA,PtuB","p4.A1"
"4694","UserReplicon_RM_Type_II_6","RM","RM_Type_II","p4.A1|PKKDFEFC_03808","p4.A1|PKKDFEFC_03809","p4.A1|PKKDFEFC_03808,p4.A1|PKKDFEFC_03809","2","Type_II_REases,Type_II_MTases","p4.A1"
"4695","UserReplicon_RM_Type_I_4","RM","RM_Type_I","p4.A1|PKKDFEFC_04573","p4.A1|PKKDFEFC_04574","p4.A1|PKKDFEFC_04573,p4.A1|PKKDFEFC_04574","2","Type_I_REases,Type_I_MTases","p4.A1"
"4696","UserReplicon_Abi2_1","Abi2","Abi2","p4.A1|PKKDFEFC_04742","p4.A1|PKKDFEFC_04742","p4.A1|PKKDFEFC_04742","1","Abi_2","p4.A1"
"4697","UserReplicon_Rst_Sirtuin-like_8","Rst_Sirtuin-like","Rst_Sirtuin-like","p4.A1|PKKDFEFC_05118","p4.A1|PKKDFEFC_05118","p4.A1|PKKDFEFC_05118","1","Sirtuin_like","p4.A1"
"4698","UserReplicon_Gao_Iet_3","Gao_Iet","Gao_Iet","p4.A1|PKKDFEFC_05127","p4.A1|PKKDFEFC_05128","p4.A1|PKKDFEFC_05127,p4.A1|PKKDFEFC_05128","2","IetS,IetA","p4.A1"
"4699","UserReplicon_Rst_HEPN_7","Rst_HEPN","Rst_HEPN","p4.A1|PKKDFEFC_05474","p4.A1|PKKDFEFC_05474","p4.A1|PKKDFEFC_05474","1","Rst_HEPN","p4.A1"
"4700","UserReplicon_Gabija_2","Gabija","Gabija","p4.A1|PKKDFEFC_05494","p4.A1|PKKDFEFC_05495","p4.A1|PKKDFEFC_05494,p4.A1|PKKDFEFC_05495","2","GajA,GajB","p4.A1"
"4701","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p4.A10|OJFHGJCP_01394","p4.A10|OJFHGJCP_01395","p4.A10|OJFHGJCP_01394,p4.A10|OJFHGJCP_01395","2","Type_IV_REases,Type_IV_REases","p4.A10"
"4702","UserReplicon_Septu_5","Septu","Septu","p4.A10|OJFHGJCP_02413","p4.A10|OJFHGJCP_02414","p4.A10|OJFHGJCP_02413,p4.A10|OJFHGJCP_02414","2","PtuB,PtuA","p4.A10"
"4703","UserReplicon_Hachiman_3","Hachiman","Hachiman","p4.A10|OJFHGJCP_04144","p4.A10|OJFHGJCP_04145","p4.A10|OJFHGJCP_04144,p4.A10|OJFHGJCP_04145","2","HamB,HamA_2","p4.A10"
"4704","UserReplicon_Abi2_1","Abi2","Abi2","p4.A10|OJFHGJCP_04155","p4.A10|OJFHGJCP_04155","p4.A10|OJFHGJCP_04155","1","Abi_2","p4.A10"
"4705","UserReplicon_DRT_2_2","DRT","DRT_2","p4.A10|OJFHGJCP_04485","p4.A10|OJFHGJCP_04485","p4.A10|OJFHGJCP_04485","1","drt2","p4.A10"
"4706","UserReplicon_Hachiman_2","Hachiman","Hachiman","p4.A11|BNCDCKDK_00499","p4.A11|BNCDCKDK_00500","p4.A11|BNCDCKDK_00499,p4.A11|BNCDCKDK_00500","2","HamB,HamA_1","p4.A11"
"4707","UserReplicon_RM_Type_I_3","RM","RM_Type_I","p4.A11|BNCDCKDK_02156","p4.A11|BNCDCKDK_02159","p4.A11|BNCDCKDK_02156,p4.A11|BNCDCKDK_02159","2","Type_I_REases,Type_I_MTases","p4.A11"
"4708","UserReplicon_RM_Type_I_4","RM","RM_Type_I","p4.A11|BNCDCKDK_04861","p4.A11|BNCDCKDK_04863","p4.A11|BNCDCKDK_04861,p4.A11|BNCDCKDK_04863","2","Type_I_REases,Type_I_MTases","p4.A11"
"4709","UserReplicon_Gao_Iet_1","Gao_Iet","Gao_Iet","p4.A11|BNCDCKDK_04893","p4.A11|BNCDCKDK_04894","p4.A11|BNCDCKDK_04893,p4.A11|BNCDCKDK_04894","2","IetA,IetS","p4.A11"
"4710","UserReplicon_RM_Type_II_5","RM","RM_Type_II","p4.A2|ABCIPIOB_00051","p4.A2|ABCIPIOB_00052","p4.A2|ABCIPIOB_00051,p4.A2|ABCIPIOB_00052","2","Type_II_MTases,Type_II_REases","p4.A2"
"4711","UserReplicon_Gao_Iet_3","Gao_Iet","Gao_Iet","p4.A2|ABCIPIOB_01088","p4.A2|ABCIPIOB_01089","p4.A2|ABCIPIOB_01088,p4.A2|ABCIPIOB_01089","2","IetA,IetS","p4.A2"
"4712","UserReplicon_Rst_Sirtuin-like_8","Rst_Sirtuin-like","Rst_Sirtuin-like","p4.A2|ABCIPIOB_01098","p4.A2|ABCIPIOB_01098","p4.A2|ABCIPIOB_01098","1","Sirtuin_like","p4.A2"
"4713","UserReplicon_Septu_9","Septu","Septu","p4.A2|ABCIPIOB_01836","p4.A2|ABCIPIOB_01837","p4.A2|ABCIPIOB_01836,p4.A2|ABCIPIOB_01837","2","PtuA,PtuB","p4.A2"
"4714","UserReplicon_Gabija_2","Gabija","Gabija","p4.A2|ABCIPIOB_02526","p4.A2|ABCIPIOB_02527","p4.A2|ABCIPIOB_02526,p4.A2|ABCIPIOB_02527","2","GajB,GajA","p4.A2"
"4715","UserReplicon_Rst_HEPN_7","Rst_HEPN","Rst_HEPN","p4.A2|ABCIPIOB_02547","p4.A2|ABCIPIOB_02547","p4.A2|ABCIPIOB_02547","1","Rst_HEPN","p4.A2"
"4716","UserReplicon_Wadjet_I_10","Wadjet","Wadjet_I","p4.A2|ABCIPIOB_02691","p4.A2|ABCIPIOB_02694","p4.A2|ABCIPIOB_02691,p4.A2|ABCIPIOB_02692,p4.A2|ABCIPIOB_02693,p4.A2|ABCIPIOB_02694","4","JetA_I,JetB_I,JetC_I,JetD_I","p4.A2"
"4717","UserReplicon_RM_Type_II_6","RM","RM_Type_II","p4.A2|ABCIPIOB_03168","p4.A2|ABCIPIOB_03169","p4.A2|ABCIPIOB_03168,p4.A2|ABCIPIOB_03169","2","Type_II_MTases,Type_II_REases","p4.A2"
"4718","UserReplicon_Abi2_1","Abi2","Abi2","p4.A2|ABCIPIOB_05226","p4.A2|ABCIPIOB_05226","p4.A2|ABCIPIOB_05226","1","Abi_2","p4.A2"
"4719","UserReplicon_RM_Type_I_4","RM","RM_Type_I","p4.A2|ABCIPIOB_05394","p4.A2|ABCIPIOB_05395","p4.A2|ABCIPIOB_05394,p4.A2|ABCIPIOB_05395","2","Type_I_MTases,Type_I_REases","p4.A2"
"4720","UserReplicon_Abi2_1","Abi2","Abi2","p4.A5|FLOIMAJO_01330","p4.A5|FLOIMAJO_01330","p4.A5|FLOIMAJO_01330","1","Abi_2","p4.A5"
"4721","UserReplicon_Gao_Iet_2","Gao_Iet","Gao_Iet","p4.A5|FLOIMAJO_02008","p4.A5|FLOIMAJO_02009","p4.A5|FLOIMAJO_02008,p4.A5|FLOIMAJO_02009","2","IetS,IetA","p4.A5"
"4722","UserReplicon_Abi2_1","Abi2","Abi2","p4.A6|CHCLKFPG_01527","p4.A6|CHCLKFPG_01527","p4.A6|CHCLKFPG_01527","1","Abi_2","p4.A6"
"4723","UserReplicon_PARIS_I_merge_3","PARIS","PARIS_I_merge","p4.A6|CHCLKFPG_03074","p4.A6|CHCLKFPG_03074","p4.A6|CHCLKFPG_03074","1","AAA_15_DUF4435","p4.A6"
"4724","UserReplicon_Gao_Iet_2","Gao_Iet","Gao_Iet","p4.A6|CHCLKFPG_03328","p4.A6|CHCLKFPG_03329","p4.A6|CHCLKFPG_03328,p4.A6|CHCLKFPG_03329","2","IetA,IetS","p4.A6"
"4725","UserReplicon_RM_Type_I_1","RM","RM_Type_I","p4.A7|OEPGPNGB_00057","p4.A7|OEPGPNGB_00058","p4.A7|OEPGPNGB_00057,p4.A7|OEPGPNGB_00058","2","Type_I_REases,Type_I_MTases","p4.A7"
"4726","UserReplicon_Septu_2","Septu","Septu","p4.A7|OEPGPNGB_04468","p4.A7|OEPGPNGB_04469","p4.A7|OEPGPNGB_04468,p4.A7|OEPGPNGB_04469","2","PtuA,PtuB","p4.A7"
"4727","UserReplicon_AbiEii_1","AbiEii","AbiEii","p4.A8|FOEANJEC_02254","p4.A8|FOEANJEC_02255","p4.A8|FOEANJEC_02254,p4.A8|FOEANJEC_02255","2","AbiEi_3,AbiEii","p4.A8"
"4728","UserReplicon_RM_Type_III_2","RM","RM_Type_III","p4.A8|FOEANJEC_02397","p4.A8|FOEANJEC_02398","p4.A8|FOEANJEC_02397,p4.A8|FOEANJEC_02398","2","Type_III_MTases,Type_III_REases","p4.A8"
"4729","UserReplicon_DRT_2_2","DRT","DRT_2","p4.A9|MMCJEBDL_00787","p4.A9|MMCJEBDL_00787","p4.A9|MMCJEBDL_00787","1","drt2","p4.A9"
"4730","UserReplicon_Abi2_1","Abi2","Abi2","p4.A9|MMCJEBDL_01760","p4.A9|MMCJEBDL_01760","p4.A9|MMCJEBDL_01760","1","Abi_2","p4.A9"
"4731","UserReplicon_Hachiman_3","Hachiman","Hachiman","p4.A9|MMCJEBDL_01769","p4.A9|MMCJEBDL_01770","p4.A9|MMCJEBDL_01769,p4.A9|MMCJEBDL_01770","2","HamA_2,HamB","p4.A9"
"4732","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p4.A9|MMCJEBDL_02374","p4.A9|MMCJEBDL_02375","p4.A9|MMCJEBDL_02374,p4.A9|MMCJEBDL_02375","2","Type_IV_REases,Type_IV_REases","p4.A9"
"4733","UserReplicon_Septu_5","Septu","Septu","p4.A9|MMCJEBDL_04732","p4.A9|MMCJEBDL_04733","p4.A9|MMCJEBDL_04732,p4.A9|MMCJEBDL_04733","2","PtuA,PtuB","p4.A9"
"4734","UserReplicon_RM_Type_I_3","RM","RM_Type_I","p4.B1|AOEEEPJC_01025","p4.B1|AOEEEPJC_01028","p4.B1|AOEEEPJC_01025,p4.B1|AOEEEPJC_01028","2","Type_I_MTases,Type_I_REases","p4.B1"
"4735","UserReplicon_Hachiman_2","Hachiman","Hachiman","p4.B1|AOEEEPJC_02048","p4.B1|AOEEEPJC_02049","p4.B1|AOEEEPJC_02048,p4.B1|AOEEEPJC_02049","2","HamB,HamA_1","p4.B1"
"4736","UserReplicon_RM_Type_I_4","RM","RM_Type_I","p4.B1|AOEEEPJC_02927","p4.B1|AOEEEPJC_02929","p4.B1|AOEEEPJC_02927,p4.B1|AOEEEPJC_02929","2","Type_I_REases,Type_I_MTases","p4.B1"
"4737","UserReplicon_Gao_Iet_1","Gao_Iet","Gao_Iet","p4.B1|AOEEEPJC_02959","p4.B1|AOEEEPJC_02960","p4.B1|AOEEEPJC_02959,p4.B1|AOEEEPJC_02960","2","IetA,IetS","p4.B1"
"4738","UserReplicon_Gabija_3","Gabija","Gabija","p4.B10|BPEMGKID_00790","p4.B10|BPEMGKID_00791","p4.B10|BPEMGKID_00790,p4.B10|BPEMGKID_00791","2","GajB,GajA","p4.B10"
"4739","UserReplicon_RM_Type_IV_6","RM","RM_Type_IV","p4.B10|BPEMGKID_01094","p4.B10|BPEMGKID_01095","p4.B10|BPEMGKID_01094,p4.B10|BPEMGKID_01095","2","Type_IV_REases,Type_IV_REases","p4.B10"
"4740","UserReplicon_RM_Type_II_5","RM","RM_Type_II","p4.B10|BPEMGKID_01096","p4.B10|BPEMGKID_01097","p4.B10|BPEMGKID_01096,p4.B10|BPEMGKID_01097","2","Type_II_MTases,Type_II_REases","p4.B10"
"4741","UserReplicon_Druantia_I_2","Druantia","Druantia_I","p4.B10|BPEMGKID_01601","p4.B10|BPEMGKID_01604","p4.B10|BPEMGKID_01601,p4.B10|BPEMGKID_01602,p4.B10|BPEMGKID_01603,p4.B10|BPEMGKID_01604","4","DruB,DruA,DruE_1,DruD","p4.B10"
"4742","UserReplicon_Gao_Qat_4","Gao_Qat","Gao_Qat","p4.B10|BPEMGKID_03538","p4.B10|BPEMGKID_03541","p4.B10|BPEMGKID_03538,p4.B10|BPEMGKID_03539,p4.B10|BPEMGKID_03540,p4.B10|BPEMGKID_03541","4","QatA,QatB,QatC,QatD","p4.B10"
"4743","UserReplicon_Abi2_1","Abi2","Abi2","p4.B10|BPEMGKID_04989","p4.B10|BPEMGKID_04989","p4.B10|BPEMGKID_04989","1","Abi_2","p4.B10"
"4744","UserReplicon_Gao_Qat_4","Gao_Qat","Gao_Qat","p4.B11|AANMEPBP_02268","p4.B11|AANMEPBP_02271","p4.B11|AANMEPBP_02268,p4.B11|AANMEPBP_02269,p4.B11|AANMEPBP_02270,p4.B11|AANMEPBP_02271","4","QatA,QatB,QatC,QatD","p4.B11"
"4745","UserReplicon_Abi2_1","Abi2","Abi2","p4.B11|AANMEPBP_02423","p4.B11|AANMEPBP_02423","p4.B11|AANMEPBP_02423","1","Abi_2","p4.B11"
"4746","UserReplicon_Druantia_I_2","Druantia","Druantia_I","p4.B11|AANMEPBP_03680","p4.B11|AANMEPBP_03683","p4.B11|AANMEPBP_03680,p4.B11|AANMEPBP_03681,p4.B11|AANMEPBP_03682,p4.B11|AANMEPBP_03683","4","DruD,DruE_1,DruA,DruB","p4.B11"
"4747","UserReplicon_RM_Type_II_5","RM","RM_Type_II","p4.B11|AANMEPBP_04912","p4.B11|AANMEPBP_04913","p4.B11|AANMEPBP_04912,p4.B11|AANMEPBP_04913","2","Type_II_REases,Type_II_MTases","p4.B11"
"4748","UserReplicon_RM_Type_IV_6","RM","RM_Type_IV","p4.B11|AANMEPBP_04914","p4.B11|AANMEPBP_04915","p4.B11|AANMEPBP_04914,p4.B11|AANMEPBP_04915","2","Type_IV_REases,Type_IV_REases","p4.B11"
"4749","UserReplicon_Gabija_3","Gabija","Gabija","p4.B11|AANMEPBP_05218","p4.B11|AANMEPBP_05219","p4.B11|AANMEPBP_05218,p4.B11|AANMEPBP_05219","2","GajA,GajB","p4.B11"
"4750","UserReplicon_Gao_Iet_2","Gao_Iet","Gao_Iet","p4.B2|CLCKNOAI_01027","p4.B2|CLCKNOAI_01028","p4.B2|CLCKNOAI_01027,p4.B2|CLCKNOAI_01028","2","IetS,IetA","p4.B2"
"4751","UserReplicon_PARIS_I_merge_3","PARIS","PARIS_I_merge","p4.B2|CLCKNOAI_04204","p4.B2|CLCKNOAI_04204","p4.B2|CLCKNOAI_04204","1","AAA_15_DUF4435","p4.B2"
"4752","UserReplicon_Abi2_1","Abi2","Abi2","p4.B2|CLCKNOAI_04375","p4.B2|CLCKNOAI_04375","p4.B2|CLCKNOAI_04375","1","Abi_2","p4.B2"
"4753","UserReplicon_PARIS_I_merge_3","PARIS","PARIS_I_merge","p4.B3|FOFNFKGL_00487","p4.B3|FOFNFKGL_00487","p4.B3|FOFNFKGL_00487","1","AAA_15_DUF4435","p4.B3"
"4754","UserReplicon_Gao_Iet_2","Gao_Iet","Gao_Iet","p4.B3|FOFNFKGL_02992","p4.B3|FOFNFKGL_02993","p4.B3|FOFNFKGL_02992,p4.B3|FOFNFKGL_02993","2","IetA,IetS","p4.B3"
"4755","UserReplicon_Abi2_1","Abi2","Abi2","p4.B3|FOFNFKGL_03433","p4.B3|FOFNFKGL_03433","p4.B3|FOFNFKGL_03433","1","Abi_2","p4.B3"
"4756",NA,NA,NA,NA,NA,NA,NA,NA,"p4.B4"
"4757","UserReplicon_RM_Type_II_1","RM","RM_Type_II","p4.B5|GMDJELEH_03361","p4.B5|GMDJELEH_03362","p4.B5|GMDJELEH_03361,p4.B5|GMDJELEH_03362","2","Type_II_MTases,Type_II_REases","p4.B5"
"4758","UserReplicon_Septu_2","Septu","Septu","p4.B5|GMDJELEH_03369","p4.B5|GMDJELEH_03370","p4.B5|GMDJELEH_03369,p4.B5|GMDJELEH_03370","2","PtuB,PtuA","p4.B5"
"4759","UserReplicon_DRT_2_2","DRT","DRT_2","p4.B7|HNKMAOHM_00067","p4.B7|HNKMAOHM_00067","p4.B7|HNKMAOHM_00067","1","drt2","p4.B7"
"4760","UserReplicon_Hachiman_3","Hachiman","Hachiman","p4.B7|HNKMAOHM_00782","p4.B7|HNKMAOHM_00783","p4.B7|HNKMAOHM_00782,p4.B7|HNKMAOHM_00783","2","HamA_2,HamB","p4.B7"
"4761","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p4.B7|HNKMAOHM_01812","p4.B7|HNKMAOHM_01813","p4.B7|HNKMAOHM_01812,p4.B7|HNKMAOHM_01813","2","Type_IV_REases,Type_IV_REases","p4.B7"
"4762","UserReplicon_Septu_7","Septu","Septu","p4.B7|HNKMAOHM_02437","p4.B7|HNKMAOHM_02438","p4.B7|HNKMAOHM_02437,p4.B7|HNKMAOHM_02438","2","PtuB,PtuA","p4.B7"
"4763","UserReplicon_Abi2_1","Abi2","Abi2","p4.B7|HNKMAOHM_04917","p4.B7|HNKMAOHM_04917","p4.B7|HNKMAOHM_04917","1","Abi_2","p4.B7"
"4764","UserReplicon_Rst_HEPN_6","Rst_HEPN","Rst_HEPN","p4.B7|HNKMAOHM_05342","p4.B7|HNKMAOHM_05342","p4.B7|HNKMAOHM_05342","1","Rst_HEPN","p4.B7"
"4765","UserReplicon_Kiwa_4","Kiwa","Kiwa","p4.B7|HNKMAOHM_05425","p4.B7|HNKMAOHM_05426","p4.B7|HNKMAOHM_05425,p4.B7|HNKMAOHM_05426","2","KwaB,KwaA","p4.B7"
"4766","UserReplicon_Druantia_I_2","Druantia","Druantia_I","p4.B8|HPEDEMIK_00248","p4.B8|HPEDEMIK_00251","p4.B8|HPEDEMIK_00248,p4.B8|HPEDEMIK_00249,p4.B8|HPEDEMIK_00250,p4.B8|HPEDEMIK_00251","4","DruB,DruA,DruE_1,DruD","p4.B8"
"4767","UserReplicon_RM_Type_II_4","RM","RM_Type_II","p4.B8|HPEDEMIK_04270","p4.B8|HPEDEMIK_04271","p4.B8|HPEDEMIK_04270,p4.B8|HPEDEMIK_04271","2","Type_II_MTases,Type_II_REases","p4.B8"
"4768","UserReplicon_Abi2_1","Abi2","Abi2","p4.B8|HPEDEMIK_04272","p4.B8|HPEDEMIK_04272","p4.B8|HPEDEMIK_04272","1","Abi_2","p4.B8"
"4769","UserReplicon_RM_Type_I_3","RM","RM_Type_I","p4.B8|HPEDEMIK_04817","p4.B8|HPEDEMIK_04819","p4.B8|HPEDEMIK_04817,p4.B8|HPEDEMIK_04819","2","Type_I_MTases,Type_I_REases","p4.B8"
"4770","UserReplicon_Druantia_I_2","Druantia","Druantia_I","p4.B9|EDGLFPHF_00823","p4.B9|EDGLFPHF_00826","p4.B9|EDGLFPHF_00823,p4.B9|EDGLFPHF_00824,p4.B9|EDGLFPHF_00825,p4.B9|EDGLFPHF_00826","4","DruB,DruA,DruE_1,DruD","p4.B9"
"4771","UserReplicon_RM_Type_II_4","RM","RM_Type_II","p4.B9|EDGLFPHF_01259","p4.B9|EDGLFPHF_01260","p4.B9|EDGLFPHF_01259,p4.B9|EDGLFPHF_01260","2","Type_II_MTases,Type_II_REases","p4.B9"
"4772","UserReplicon_Abi2_1","Abi2","Abi2","p4.B9|EDGLFPHF_01261","p4.B9|EDGLFPHF_01261","p4.B9|EDGLFPHF_01261","1","Abi_2","p4.B9"
"4773","UserReplicon_RM_Type_I_3","RM","RM_Type_I","p4.B9|EDGLFPHF_01806","p4.B9|EDGLFPHF_01808","p4.B9|EDGLFPHF_01806,p4.B9|EDGLFPHF_01808","2","Type_I_MTases,Type_I_REases","p4.B9"
"4774","UserReplicon_Thoeris2_2","Thoeris","Thoeris2","p4.C1|JLFIJMBP_01654","p4.C1|JLFIJMBP_01658","p4.C1|JLFIJMBP_01654,p4.C1|JLFIJMBP_01655,p4.C1|JLFIJMBP_01656,p4.C1|JLFIJMBP_01657,p4.C1|JLFIJMBP_01658","5","ThsB_Global,ThsB_Global,ThsB_Global,ThsB_Global,ThsA_new_grand","p4.C1"
"4775","UserReplicon_Abi2_1","Abi2","Abi2","p4.C1|JLFIJMBP_03963","p4.C1|JLFIJMBP_03963","p4.C1|JLFIJMBP_03963","1","Abi_2","p4.C1"
"4776","UserReplicon_AVAST_II_1","AVAST","AVAST_II","p4.C10|CCEHEJFO_02142","p4.C10|CCEHEJFO_02142","p4.C10|CCEHEJFO_02142","1","Avs2A","p4.C10"
"4777","UserReplicon_RM_Type_II_5","RM","RM_Type_II","p4.C10|CCEHEJFO_02931","p4.C10|CCEHEJFO_02932","p4.C10|CCEHEJFO_02931,p4.C10|CCEHEJFO_02932","2","Type_II_REases,Type_II_MTases","p4.C10"
"4778","UserReplicon_Gabija_4","Gabija","Gabija","p4.C10|CCEHEJFO_04067","p4.C10|CCEHEJFO_04068","p4.C10|CCEHEJFO_04067,p4.C10|CCEHEJFO_04068","2","GajA,GajB","p4.C10"
"4779","UserReplicon_Shedu_7","Shedu","Shedu","p4.C10|CCEHEJFO_04073","p4.C10|CCEHEJFO_04073","p4.C10|CCEHEJFO_04073","1","SduA","p4.C10"
"4780","UserReplicon_Rst_DUF4238_6","Rst_DUF4238","Rst_DUF4238","p4.C10|CCEHEJFO_04075","p4.C10|CCEHEJFO_04075","p4.C10|CCEHEJFO_04075","1","DUF4238_Pers","p4.C10"
"4781","UserReplicon_Abi2_2","Abi2","Abi2","p4.C10|CCEHEJFO_04893","p4.C10|CCEHEJFO_04893","p4.C10|CCEHEJFO_04893","1","Abi_2","p4.C10"
"4782","UserReplicon_DRT_2_3","DRT","DRT_2","p4.C10|CCEHEJFO_05177","p4.C10|CCEHEJFO_05177","p4.C10|CCEHEJFO_05177","1","drt2","p4.C10"
"4783","UserReplicon_Abi2_1","Abi2","Abi2","p4.C11|MALGMMNJ_00613","p4.C11|MALGMMNJ_00613","p4.C11|MALGMMNJ_00613","1","Abi_2","p4.C11"
"4784","UserReplicon_dCTPdeaminase_2","dCTPdeaminase","dCTPdeaminase","p4.C11|MALGMMNJ_03316","p4.C11|MALGMMNJ_03316","p4.C11|MALGMMNJ_03316","1","dCTPdeaminase","p4.C11"
"4785","UserReplicon_PARIS_I_merge_3","PARIS","PARIS_I_merge","p4.C2|MCMLKMJK_02479","p4.C2|MCMLKMJK_02479","p4.C2|MCMLKMJK_02479","1","AAA_15_DUF4435","p4.C2"
"4786","UserReplicon_Abi2_1","Abi2","Abi2","p4.C2|MCMLKMJK_04844","p4.C2|MCMLKMJK_04844","p4.C2|MCMLKMJK_04844","1","Abi_2","p4.C2"
"4787","UserReplicon_Gao_Iet_2","Gao_Iet","Gao_Iet","p4.C2|MCMLKMJK_05021","p4.C2|MCMLKMJK_05022","p4.C2|MCMLKMJK_05021,p4.C2|MCMLKMJK_05022","2","IetA,IetS","p4.C2"
"4788","UserReplicon_Abi2_1","Abi2","Abi2","p4.C3|JHMFHEEB_01424","p4.C3|JHMFHEEB_01424","p4.C3|JHMFHEEB_01424","1","Abi_2","p4.C3"
"4789","UserReplicon_PARIS_I_merge_3","PARIS","PARIS_I_merge","p4.C3|JHMFHEEB_02701","p4.C3|JHMFHEEB_02701","p4.C3|JHMFHEEB_02701","1","AAA_15_DUF4435","p4.C3"
"4790","UserReplicon_Gao_Iet_2","Gao_Iet","Gao_Iet","p4.C3|JHMFHEEB_04523","p4.C3|JHMFHEEB_04524","p4.C3|JHMFHEEB_04523,p4.C3|JHMFHEEB_04524","2","IetS,IetA","p4.C3"
"4791","UserReplicon_Septu_2","Septu","Septu","p4.C5|IFMNLCLP_00373","p4.C5|IFMNLCLP_00374","p4.C5|IFMNLCLP_00373,p4.C5|IFMNLCLP_00374","2","PtuA,PtuB","p4.C5"
"4792","UserReplicon_RM_Type_II_1","RM","RM_Type_II","p4.C5|IFMNLCLP_00381","p4.C5|IFMNLCLP_00382","p4.C5|IFMNLCLP_00381,p4.C5|IFMNLCLP_00382","2","Type_II_REases,Type_II_MTases","p4.C5"
"4793","UserReplicon_RM_Type_I_1","RM","RM_Type_I","p4.C6|AHBGDKOA_04684","p4.C6|AHBGDKOA_04690","p4.C6|AHBGDKOA_04684,p4.C6|AHBGDKOA_04687,p4.C6|AHBGDKOA_04690","3","Type_I_MTases,Type_I_REases,Type_I_MTases","p4.C6"
"4794","UserReplicon_Abi2_1","Abi2","Abi2","p4.C7|KFIHJPJI_00345","p4.C7|KFIHJPJI_00345","p4.C7|KFIHJPJI_00345","1","Abi_2","p4.C7"
"4795","UserReplicon_Hachiman_3","Hachiman","Hachiman","p4.C7|KFIHJPJI_00354","p4.C7|KFIHJPJI_00355","p4.C7|KFIHJPJI_00354,p4.C7|KFIHJPJI_00355","2","HamA_2,HamB","p4.C7"
"4796","UserReplicon_Rst_HEPN_6","Rst_HEPN","Rst_HEPN","p4.C7|KFIHJPJI_00590","p4.C7|KFIHJPJI_00590","p4.C7|KFIHJPJI_00590","1","Rst_HEPN","p4.C7"
"4797","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p4.C7|KFIHJPJI_02100","p4.C7|KFIHJPJI_02101","p4.C7|KFIHJPJI_02100,p4.C7|KFIHJPJI_02101","2","Type_IV_REases,Type_IV_REases","p4.C7"
"4798","UserReplicon_Septu_7","Septu","Septu","p4.C7|KFIHJPJI_04991","p4.C7|KFIHJPJI_04992","p4.C7|KFIHJPJI_04991,p4.C7|KFIHJPJI_04992","2","PtuA,PtuB","p4.C7"
"4799","UserReplicon_Kiwa_4","Kiwa","Kiwa","p4.C7|KFIHJPJI_05033","p4.C7|KFIHJPJI_05034","p4.C7|KFIHJPJI_05033,p4.C7|KFIHJPJI_05034","2","KwaA,KwaB","p4.C7"
